Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,City,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Payment Mode
ORD-101012,2023-08-11,2023-08-15,Same Day,CUST-1483,Customer 249,Corporate,East,Maharashtra,Nagpur,Office Supplies,Paper,Paper Item 8,4,0.2,4197.06,677.27,UPI
ORD-101013,2023-07-01,2023-07-02,Standard Class,CUST-1603,Customer 337,Corporate,North,Tamil Nadu,Coimbatore,Office Supplies,Envelopes,Envelopes Item 13,1,0.2,1114.98,166.96,COD
ORD-101014,2023-05-28,2023-06-02,First Class,CUST-1152,Customer 107,Corporate,West,Maharashtra,Pune,Office Supplies,Art,Art Item 13,2,0.0,251.81,55.82,Debit Card
ORD-101015,2022-10-23,2022-10-27,Standard Class,CUST-1351,Customer 266,Corporate,West,Kerala,Thiruvananthapuram,Technology,Machines,Machines Item 6,4,0.0,47153.16,10260.71,Debit Card
ORD-101016,2022-11-16,2022-11-19,Standard Class,CUST-1835,Customer 193,Home Office,North,Karnataka,Mysuru,Office Supplies,Labels,Labels Item 8,5,0.2,493.02,89.94,Credit Card
ORD-101017,2023-07-26,2023-07-30,Standard Class,CUST-1011,Customer 333,Corporate,East,Uttar Pradesh,Noida,Technology,Copiers,Copiers Item 8,7,0.0,155913.88,24088.63,Net Banking
ORD-101018,2022-12-15,2022-12-17,Same Day,CUST-1830,Customer 189,Consumer,South,Gujarat,Surat,Furniture,Furnishings,Furnishings Item 13,4,0.15,25891.86,3322.51,Credit Card
ORD-101019,2022-08-17,2022-08-19,First Class,CUST-1684,Customer 352,Home Office,South,Gujarat,Surat,Furniture,Furnishings,Furnishings Item 7,1,0.0,5964.79,761.89,Debit Card
ORD-101020,2022-09-27,2022-09-30,Second Class,CUST-1791,Customer 145,Corporate,East,Telangana,Warangal,Technology,Copiers,Copiers Item 7,1,0.1,14321.86,1314.18,Credit Card
ORD-101021,2022-10-18,2022-10-19,Second Class,CUST-1148,Customer 358,Home Office,South,Rajasthan,Jaipur,Technology,Machines,Machines Item 13,7,0.2,205425.78,12794.27,Net Banking
ORD-101022,2023-12-26,2023-12-31,Same Day,CUST-1289,Customer 339,Corporate,South,Uttar Pradesh,Lucknow,Office Supplies,Paper,Paper Item 5,2,0.0,1136.39,138.7,Debit Card
ORD-101023,2022-06-14,2022-06-18,Standard Class,CUST-1982,Customer 246,Corporate,West,Delhi,New Delhi,Office Supplies,Labels,Labels Item 9,1,0.2,990.23,106.72,Debit Card
ORD-101024,2022-01-05,2022-01-07,First Class,CUST-1252,Customer 142,Consumer,North,Uttar Pradesh,Noida,Furniture,Furnishings,Furnishings Item 3,4,0.1,39366.76,3886.87,COD
ORD-101025,2023-01-14,2023-01-15,Standard Class,CUST-1717,Customer 6,Corporate,South,Gujarat,Vadodara,Office Supplies,Binders,Binders Item 4,6,0.2,2429.04,457.17,COD
ORD-101026,2022-03-19,2022-03-22,Second Class,CUST-1943,Customer 336,Consumer,South,Tamil Nadu,Madurai,Office Supplies,Binders,Binders Item 10,7,0.0,3584.55,91.57,COD
ORD-101027,2023-02-14,2023-02-21,First Class,CUST-1399,Customer 109,Home Office,South,Telangana,Warangal,Furniture,Furnishings,Furnishings Item 5,3,0.0,31320.42,-323.81,UPI
ORD-101028,2023-07-28,2023-08-03,Standard Class,CUST-1072,Customer 76,Home Office,East,Tamil Nadu,Coimbatore,Office Supplies,Storage,Storage Item 3,5,0.05,2773.96,622.6,Debit Card
ORD-101029,2022-05-12,2022-05-19,Same Day,CUST-1147,Customer 258,Corporate,South,Tamil Nadu,Madurai,Technology,Accessories,Accessories Item 1,2,0.15,22648.51,4321.32,UPI
ORD-101030,2023-08-24,2023-08-31,Second Class,CUST-1077,Customer 55,Home Office,North,Maharashtra,Nagpur,Office Supplies,Art,Art Item 7,2,0.2,925.74,43.3,Debit Card
ORD-101031,2022-02-11,2022-02-13,First Class,CUST-1046,Customer 114,Consumer,South,Karnataka,Mangaluru,Office Supplies,Labels,Labels Item 11,1,0.0,70.63,4.04,Credit Card
ORD-101032,2022-03-30,2022-04-02,Same Day,CUST-1109,Customer 172,Consumer,East,Kerala,Kochi,Office Supplies,Storage,Storage Item 3,3,0.2,2753.95,100.61,Debit Card
ORD-101033,2023-02-06,2023-02-10,First Class,CUST-1270,Customer 65,Corporate,North,Uttar Pradesh,Kanpur,Office Supplies,Paper,Paper Item 6,3,0.0,2472.71,325.75,COD
ORD-101034,2022-10-23,2022-10-30,Second Class,CUST-1200,Customer 239,Corporate,East,Maharashtra,Mumbai,Office Supplies,Labels,Labels Item 15,7,0.2,4840.85,408.63,COD
ORD-101035,2022-10-22,2022-10-29,First Class,CUST-1943,Customer 158,Consumer,North,West Bengal,Siliguri,Technology,Accessories,Accessories Item 3,6,0.0,154940.89,16951.08,UPI
ORD-101036,2023-09-08,2023-09-13,Same Day,CUST-1987,Customer 198,Consumer,West,Kerala,Thiruvananthapuram,Office Supplies,Binders,Binders Item 1,2,0.15,1919.98,66.17,Debit Card
ORD-101037,2023-06-10,2023-06-12,Same Day,CUST-1512,Customer 86,Home Office,South,Karnataka,Mysuru,Technology,Copiers,Copiers Item 10,7,0.05,92646.74,23612.89,Credit Card
ORD-101038,2023-11-22,2023-11-24,Standard Class,CUST-1395,Customer 276,Corporate,South,Karnataka,Bengaluru,Office Supplies,Labels,Labels Item 10,2,0.15,1163.41,267.18,UPI
ORD-101039,2023-09-29,2023-10-03,Second Class,CUST-1381,Customer 223,Corporate,West,Kerala,Thiruvananthapuram,Office Supplies,Labels,Labels Item 10,2,0.0,2521.1,80.86,Debit Card
ORD-101040,2023-02-26,2023-03-04,Same Day,CUST-1199,Customer 102,Home Office,West,Gujarat,Surat,Office Supplies,Envelopes,Envelopes Item 13,3,0.0,593.41,48.88,UPI
ORD-101041,2022-01-23,2022-01-24,Same Day,CUST-1750,Customer 357,Consumer,East,Maharashtra,Mumbai,Office Supplies,Storage,Storage Item 2,5,0.2,4816.64,791.75,Net Banking
ORD-101042,2023-07-29,2023-08-03,Standard Class,CUST-1987,Customer 205,Consumer,West,Karnataka,Bengaluru,Technology,Phones,Phones Item 10,7,0.0,9517.68,1292.87,Debit Card
ORD-101043,2022-05-23,2022-05-25,Same Day,CUST-1244,Customer 209,Corporate,West,Kerala,Kochi,Furniture,Tables,Tables Item 3,5,0.15,25980.14,3793.34,Credit Card
ORD-101044,2023-10-27,2023-11-01,First Class,CUST-1519,Customer 369,Home Office,North,Tamil Nadu,Madurai,Office Supplies,Binders,Binders Item 8,7,0.2,4910.33,549.77,UPI
ORD-101045,2022-05-25,2022-05-27,First Class,CUST-1431,Customer 30,Corporate,South,Telangana,Warangal,Office Supplies,Paper,Paper Item 12,3,0.05,1179.31,111.43,UPI
ORD-101046,2022-08-13,2022-08-18,Second Class,CUST-1290,Customer 207,Home Office,West,Kerala,Thiruvananthapuram,Furniture,Bookcases,Bookcases Item 15,7,0.2,52091.15,340.82,UPI
ORD-101047,2023-05-18,2023-05-21,Second Class,CUST-1287,Customer 154,Consumer,West,West Bengal,Kolkata,Furniture,Tables,Tables Item 10,4,0.0,37496.57,4112.33,Debit Card
ORD-101048,2023-09-08,2023-09-15,Same Day,CUST-1884,Customer 299,Corporate,South,Maharashtra,Nagpur,Office Supplies,Labels,Labels Item 4,2,0.2,189.96,43.33,COD
ORD-101049,2022-04-14,2022-04-16,First Class,CUST-1333,Customer 32,Consumer,East,Uttar Pradesh,Lucknow,Office Supplies,Art,Art Item 9,2,0.2,791.31,90.48,Debit Card
ORD-101050,2022-02-08,2022-02-13,First Class,CUST-1941,Customer 149,Consumer,West,Uttar Pradesh,Noida,Office Supplies,Art,Art Item 3,4,0.0,3941.8,935.59,Debit Card
ORD-101051,2022-07-17,2022-07-18,First Class,CUST-1958,Customer 53,Consumer,East,Uttar Pradesh,Lucknow,Office Supplies,Binders,Binders Item 12,7,0.2,755.53,142.17,UPI
ORD-101052,2023-10-08,2023-10-11,First Class,CUST-1242,Customer 59,Home Office,North,Telangana,Warangal,Technology,Copiers,Copiers Item 11,3,0.0,3266.38,740.55,COD
ORD-101053,2023-08-02,2023-08-05,Standard Class,CUST-1144,Customer 156,Corporate,East,Gujarat,Ahmedabad,Office Supplies,Envelopes,Envelopes Item 12,3,0.0,270.2,60.5,UPI
ORD-101054,2023-01-26,2023-01-27,Standard Class,CUST-1917,Customer 16,Home Office,North,Tamil Nadu,Coimbatore,Technology,Copiers,Copiers Item 6,2,0.0,77467.22,7163.52,Net Banking
ORD-101055,2022-06-28,2022-07-03,Same Day,CUST-1704,Customer 305,Home Office,North,Tamil Nadu,Salem,Technology,Accessories,Accessories Item 2,4,0.0,170442.98,45281.33,Net Banking
ORD-101056,2023-07-08,2023-07-12,First Class,CUST-1989,Customer 314,Corporate,North,Uttar Pradesh,Noida,Office Supplies,Binders,Binders Item 6,4,0.2,3868.59,897.83,COD
ORD-101057,2023-03-24,2023-03-25,Second Class,CUST-1943,Customer 117,Home Office,South,Kerala,Kochi,Technology,Copiers,Copiers Item 9,7,0.0,119316.63,18484.3,COD
ORD-101058,2023-05-15,2023-05-20,Same Day,CUST-1653,Customer 46,Home Office,North,West Bengal,Kolkata,Technology,Phones,Phones Item 2,1,0.0,3398.49,401.6,Debit Card
ORD-101059,2022-01-15,2022-01-16,Second Class,CUST-1057,Customer 53,Home Office,North,West Bengal,Siliguri,Furniture,Tables,Tables Item 15,3,0.1,23570.26,520.55,Credit Card
ORD-101060,2023-09-15,2023-09-16,Same Day,CUST-1094,Customer 253,Consumer,West,Gujarat,Vadodara,Technology,Machines,Machines Item 1,1,0.1,40095.18,3706.73,Net Banking
ORD-101061,2023-10-31,2023-11-02,Same Day,CUST-1294,Customer 120,Home Office,North,Rajasthan,Udaipur,Furniture,Furnishings,Furnishings Item 14,6,0.15,40301.44,480.33,Net Banking
ORD-101062,2022-10-16,2022-10-21,Same Day,CUST-1979,Customer 10,Consumer,East,Karnataka,Mysuru,Furniture,Bookcases,Bookcases Item 9,2,0.0,11034.69,-64.76,Debit Card
ORD-101063,2023-04-23,2023-04-27,Same Day,CUST-1362,Customer 355,Home Office,South,Delhi,New Delhi,Office Supplies,Binders,Binders Item 11,6,0.0,933.03,84.19,Credit Card
ORD-101064,2022-08-19,2022-08-26,First Class,CUST-1630,Customer 168,Consumer,East,Telangana,Hyderabad,Office Supplies,Art,Art Item 8,2,0.05,2034.76,288.77,COD
ORD-101065,2023-02-24,2023-02-26,First Class,CUST-1977,Customer 113,Corporate,West,Telangana,Hyderabad,Technology,Accessories,Accessories Item 8,1,0.1,19485.48,5745.39,Debit Card
ORD-101066,2022-06-06,2022-06-07,Second Class,CUST-1388,Customer 34,Consumer,South,Tamil Nadu,Salem,Technology,Copiers,Copiers Item 10,1,0.0,41903.85,5198.76,UPI
ORD-101067,2023-07-04,2023-07-11,Same Day,CUST-1433,Customer 285,Home Office,North,Karnataka,Bengaluru,Office Supplies,Paper,Paper Item 12,7,0.0,5975.07,1161.3,UPI
ORD-101068,2023-03-17,2023-03-23,Second Class,CUST-1737,Customer 77,Home Office,North,Karnataka,Bengaluru,Office Supplies,Envelopes,Envelopes Item 5,2,0.2,1006.86,118.25,Credit Card
ORD-101069,2022-04-07,2022-04-14,Same Day,CUST-1982,Customer 333,Corporate,North,Gujarat,Surat,Furniture,Tables,Tables Item 10,7,0.0,24235.58,663.2,COD
ORD-101070,2023-02-15,2023-02-16,First Class,CUST-1716,Customer 298,Home Office,West,Uttar Pradesh,Kanpur,Office Supplies,Binders,Binders Item 12,7,0.0,9054.51,2260.63,UPI
ORD-101071,2022-10-16,2022-10-17,Standard Class,CUST-1116,Customer 331,Consumer,South,Karnataka,Bengaluru,Office Supplies,Labels,Labels Item 7,4,0.1,4270.16,495.75,COD
ORD-101072,2022-09-11,2022-09-16,Standard Class,CUST-1150,Customer 185,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Binders,Binders Item 4,7,0.05,3644.03,477.31,Debit Card
ORD-101073,2022-07-15,2022-07-20,Second Class,CUST-1319,Customer 21,Corporate,West,Gujarat,Surat,Office Supplies,Paper,Paper Item 14,2,0.1,1515.12,169.21,Debit Card
ORD-101074,2023-08-21,2023-08-23,Standard Class,CUST-1672,Customer 250,Consumer,West,Karnataka,Bengaluru,Office Supplies,Paper,Paper Item 3,1,0.0,1030.54,219.84,Debit Card
ORD-101075,2023-06-06,2023-06-10,Standard Class,CUST-1379,Customer 323,Corporate,South,Gujarat,Surat,Furniture,Chairs,Chairs Item 11,1,0.0,4554.5,667.73,Credit Card
ORD-101076,2023-06-01,2023-06-03,Standard Class,CUST-1161,Customer 306,Corporate,South,Uttar Pradesh,Noida,Office Supplies,Binders,Binders Item 13,7,0.2,6039.71,145.63,Net Banking
ORD-101077,2023-09-27,2023-09-30,Standard Class,CUST-1531,Customer 70,Corporate,South,Delhi,New Delhi,Technology,Machines,Machines Item 9,1,0.0,37806.03,11071.51,Credit Card
ORD-101078,2022-04-28,2022-04-29,Standard Class,CUST-1054,Customer 26,Home Office,North,Uttar Pradesh,Noida,Technology,Accessories,Accessories Item 2,5,0.0,81007.82,19109.53,Net Banking
ORD-101079,2022-06-08,2022-06-15,First Class,CUST-1195,Customer 262,Consumer,South,Delhi,New Delhi,Furniture,Chairs,Chairs Item 10,1,0.05,1844.94,35.73,COD
ORD-101080,2022-08-16,2022-08-22,First Class,CUST-1036,Customer 178,Consumer,West,Delhi,New Delhi,Furniture,Bookcases,Bookcases Item 9,2,0.0,14285.38,809.72,UPI
ORD-101081,2022-08-04,2022-08-05,Same Day,CUST-1517,Customer 260,Consumer,North,Kerala,Kochi,Furniture,Chairs,Chairs Item 2,7,0.1,39639.13,1094.05,Debit Card
ORD-101082,2023-11-27,2023-11-28,First Class,CUST-1208,Customer 248,Consumer,South,Rajasthan,Udaipur,Office Supplies,Envelopes,Envelopes Item 9,3,0.1,2460.01,506.58,Net Banking
ORD-101083,2022-01-15,2022-01-17,Same Day,CUST-1930,Customer 156,Consumer,East,Telangana,Warangal,Technology,Copiers,Copiers Item 4,3,0.2,14848.34,1876.69,Net Banking
ORD-101084,2022-06-06,2022-06-12,First Class,CUST-1508,Customer 292,Corporate,East,Uttar Pradesh,Noida,Furniture,Chairs,Chairs Item 12,2,0.15,1803.39,121.4,Debit Card
ORD-101085,2023-10-10,2023-10-16,Standard Class,CUST-1809,Customer 241,Corporate,South,Uttar Pradesh,Kanpur,Furniture,Furnishings,Furnishings Item 11,3,0.1,31234.78,4269.61,Net Banking
ORD-101086,2022-09-18,2022-09-24,Standard Class,CUST-1483,Customer 155,Corporate,East,Telangana,Warangal,Office Supplies,Labels,Labels Item 1,6,0.2,6661.82,217.18,COD
ORD-101087,2022-06-06,2022-06-08,Same Day,CUST-1701,Customer 217,Home Office,East,Telangana,Warangal,Technology,Copiers,Copiers Item 15,1,0.1,3963.74,1021.69,COD
ORD-101088,2022-02-16,2022-02-17,Standard Class,CUST-1702,Customer 25,Consumer,North,Telangana,Warangal,Furniture,Tables,Tables Item 3,3,0.15,24481.94,3943.91,Net Banking
ORD-101089,2022-11-20,2022-11-22,Standard Class,CUST-1527,Customer 18,Corporate,South,West Bengal,Kolkata,Office Supplies,Paper,Paper Item 8,4,0.2,2818.69,357.23,Credit Card
ORD-101090,2023-11-16,2023-11-21,Standard Class,CUST-1953,Customer 337,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Chairs,Chairs Item 10,2,0.2,3880.0,570.29,COD
ORD-101091,2022-05-10,2022-05-15,Standard Class,CUST-1472,Customer 252,Corporate,West,Karnataka,Bengaluru,Office Supplies,Storage,Storage Item 1,1,0.15,1133.91,122.53,Net Banking
ORD-101092,2023-02-15,2023-02-17,Standard Class,CUST-1284,Customer 223,Home Office,West,Delhi,New Delhi,Technology,Machines,Machines Item 15,2,0.0,45583.54,7171.67,Credit Card
ORD-101093,2022-04-05,2022-04-11,Same Day,CUST-1941,Customer 301,Home Office,East,Uttar Pradesh,Noida,Furniture,Chairs,Chairs Item 10,1,0.0,5906.35,436.21,Credit Card
ORD-101094,2023-09-19,2023-09-20,Second Class,CUST-1730,Customer 257,Home Office,East,Kerala,Kochi,Furniture,Furnishings,Furnishings Item 14,4,0.0,16882.39,-545.01,Debit Card
ORD-101095,2022-10-19,2022-10-21,First Class,CUST-1636,Customer 351,Consumer,South,West Bengal,Kolkata,Technology,Machines,Machines Item 5,1,0.0,8167.88,1152.25,Net Banking
ORD-101096,2022-10-10,2022-10-12,Same Day,CUST-1235,Customer 313,Consumer,North,Tamil Nadu,Chennai,Technology,Machines,Machines Item 11,1,0.15,17970.7,2375.93,Credit Card
ORD-101097,2022-03-10,2022-03-12,Standard Class,CUST-1490,Customer 283,Corporate,West,Kerala,Thiruvananthapuram,Technology,Phones,Phones Item 2,5,0.1,54540.71,15369.23,UPI
ORD-101098,2023-10-22,2023-10-25,First Class,CUST-1507,Customer 132,Home Office,East,Gujarat,Ahmedabad,Technology,Machines,Machines Item 10,6,0.1,28320.61,5919.29,Credit Card
ORD-101099,2022-01-11,2022-01-16,First Class,CUST-1716,Customer 97,Corporate,South,Maharashtra,Mumbai,Technology,Copiers,Copiers Item 3,2,0.2,1931.61,281.99,Debit Card
ORD-101100,2022-09-11,2022-09-18,Standard Class,CUST-1595,Customer 180,Consumer,South,Karnataka,Mangaluru,Technology,Accessories,Accessories Item 11,1,0.2,27743.43,6663.93,COD
ORD-101101,2023-07-04,2023-07-10,Standard Class,CUST-1979,Customer 181,Corporate,West,Kerala,Thiruvananthapuram,Office Supplies,Storage,Storage Item 7,2,0.1,592.5,26.01,Debit Card
ORD-101102,2022-05-14,2022-05-18,First Class,CUST-1958,Customer 211,Home Office,South,Kerala,Thiruvananthapuram,Technology,Accessories,Accessories Item 12,5,0.1,57209.02,16149.2,Net Banking
ORD-101103,2023-12-13,2023-12-20,Same Day,CUST-1486,Customer 305,Consumer,East,Telangana,Hyderabad,Furniture,Chairs,Chairs Item 3,1,0.0,4277.63,-54.23,Net Banking
ORD-101104,2022-01-23,2022-01-29,Standard Class,CUST-1126,Customer 175,Home Office,West,Uttar Pradesh,Kanpur,Furniture,Bookcases,Bookcases Item 10,4,0.05,39556.28,1654.99,COD
ORD-101105,2022-12-12,2022-12-16,First Class,CUST-1591,Customer 145,Corporate,North,Telangana,Hyderabad,Technology,Machines,Machines Item 8,6,0.0,32850.7,5188.09,COD
ORD-101106,2022-10-29,2022-11-01,First Class,CUST-1466,Customer 392,Corporate,West,Rajasthan,Udaipur,Office Supplies,Paper,Paper Item 3,2,0.05,2728.4,659.83,Debit Card
ORD-101107,2022-12-29,2022-12-31,First Class,CUST-1752,Customer 276,Home Office,North,Karnataka,Mangaluru,Technology,Phones,Phones Item 5,7,0.0,53369.95,6741.34,Debit Card
ORD-101108,2023-01-31,2023-02-03,First Class,CUST-1876,Customer 241,Home Office,East,Tamil Nadu,Madurai,Office Supplies,Envelopes,Envelopes Item 9,4,0.05,4988.17,592.93,Net Banking
ORD-101109,2022-08-06,2022-08-09,Same Day,CUST-1985,Customer 381,Consumer,East,Maharashtra,Pune,Technology,Phones,Phones Item 5,1,0.05,20354.78,3444.0,Credit Card
ORD-101110,2022-05-21,2022-05-28,First Class,CUST-1786,Customer 347,Home Office,South,Telangana,Hyderabad,Technology,Phones,Phones Item 13,4,0.0,68476.63,5388.88,COD
ORD-101111,2023-09-08,2023-09-09,Same Day,CUST-1694,Customer 322,Consumer,South,Gujarat,Surat,Furniture,Chairs,Chairs Item 10,5,0.05,41162.29,5103.4,UPI
ORD-101112,2022-07-29,2022-08-05,Standard Class,CUST-1086,Customer 183,Home Office,South,Tamil Nadu,Coimbatore,Furniture,Furnishings,Furnishings Item 2,5,0.0,16409.23,2659.78,Credit Card
ORD-101113,2023-09-15,2023-09-20,Standard Class,CUST-1913,Customer 106,Corporate,East,Kerala,Kochi,Technology,Machines,Machines Item 4,5,0.1,189675.02,31014.49,Debit Card
ORD-101114,2023-09-08,2023-09-12,First Class,CUST-1775,Customer 74,Home Office,West,West Bengal,Siliguri,Technology,Accessories,Accessories Item 14,2,0.15,66720.45,7691.65,COD
ORD-101115,2023-11-14,2023-11-16,First Class,CUST-1632,Customer 319,Consumer,North,Gujarat,Vadodara,Technology,Accessories,Accessories Item 1,1,0.15,14094.3,4122.2,Debit Card
ORD-101116,2023-04-05,2023-04-12,Second Class,CUST-1069,Customer 318,Consumer,North,Kerala,Thiruvananthapuram,Furniture,Chairs,Chairs Item 6,7,0.2,59720.55,-1337.7,Credit Card
ORD-101117,2022-12-22,2022-12-26,First Class,CUST-1727,Customer 279,Home Office,West,West Bengal,Siliguri,Technology,Copiers,Copiers Item 14,1,0.1,19653.2,3940.41,Debit Card
ORD-101118,2022-11-20,2022-11-26,First Class,CUST-1278,Customer 236,Consumer,East,Rajasthan,Jaipur,Technology,Phones,Phones Item 11,5,0.0,103606.17,6041.65,Credit Card
ORD-101119,2022-05-13,2022-05-17,First Class,CUST-1963,Customer 135,Consumer,South,Karnataka,Mysuru,Office Supplies,Paper,Paper Item 1,3,0.0,1346.12,243.64,Net Banking
ORD-101120,2022-05-07,2022-05-13,Second Class,CUST-1599,Customer 192,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Binders,Binders Item 9,6,0.0,8638.52,1453.33,UPI
ORD-101121,2022-04-16,2022-04-23,First Class,CUST-1458,Customer 24,Home Office,North,Maharashtra,Mumbai,Technology,Accessories,Accessories Item 7,1,0.2,16794.77,4273.75,Net Banking
ORD-101122,2023-08-27,2023-09-01,First Class,CUST-1942,Customer 376,Home Office,East,Karnataka,Mysuru,Office Supplies,Art,Art Item 2,3,0.0,567.41,141.27,Debit Card
ORD-101123,2023-01-13,2023-01-20,Same Day,CUST-1986,Customer 229,Consumer,North,Tamil Nadu,Chennai,Furniture,Furnishings,Furnishings Item 14,6,0.15,57004.94,9206.8,Debit Card
ORD-101124,2022-02-20,2022-02-26,Second Class,CUST-1396,Customer 49,Home Office,South,Karnataka,Mysuru,Office Supplies,Storage,Storage Item 11,7,0.05,7413.79,449.75,UPI
ORD-101125,2022-01-29,2022-02-02,Standard Class,CUST-1637,Customer 368,Home Office,North,Gujarat,Ahmedabad,Office Supplies,Envelopes,Envelopes Item 1,6,0.2,1901.45,71.92,Net Banking
ORD-101126,2023-04-07,2023-04-11,Second Class,CUST-1636,Customer 126,Consumer,South,Uttar Pradesh,Kanpur,Furniture,Chairs,Chairs Item 2,5,0.05,31352.66,5036.96,UPI
ORD-101127,2022-10-23,2022-10-29,Standard Class,CUST-1604,Customer 144,Home Office,East,Kerala,Kochi,Office Supplies,Art,Art Item 5,4,0.05,2030.77,377.78,Credit Card
ORD-101128,2022-10-24,2022-10-27,Same Day,CUST-1459,Customer 347,Consumer,West,Maharashtra,Mumbai,Office Supplies,Labels,Labels Item 11,6,0.0,7650.75,1393.53,Credit Card
ORD-101129,2023-12-27,2024-01-01,First Class,CUST-1215,Customer 177,Consumer,South,Tamil Nadu,Salem,Furniture,Tables,Tables Item 1,5,0.1,10515.63,1392.34,Credit Card
ORD-101130,2023-02-11,2023-02-12,Same Day,CUST-1961,Customer 198,Home Office,South,Delhi,New Delhi,Office Supplies,Paper,Paper Item 8,5,0.0,5174.18,1104.97,Debit Card
ORD-101131,2023-09-05,2023-09-07,Second Class,CUST-1245,Customer 341,Consumer,South,Tamil Nadu,Coimbatore,Office Supplies,Binders,Binders Item 5,1,0.1,1098.79,48.08,Credit Card
ORD-101132,2023-02-09,2023-02-13,First Class,CUST-1014,Customer 13,Home Office,East,Karnataka,Mangaluru,Office Supplies,Storage,Storage Item 7,5,0.05,5223.52,145.43,COD
ORD-101133,2022-12-12,2022-12-14,First Class,CUST-1934,Customer 389,Consumer,South,Gujarat,Ahmedabad,Technology,Accessories,Accessories Item 13,6,0.2,68044.66,14532.75,Credit Card
ORD-101134,2023-09-14,2023-09-15,Second Class,CUST-1588,Customer 171,Corporate,West,Rajasthan,Jaipur,Technology,Copiers,Copiers Item 4,1,0.2,4933.62,1223.01,Net Banking
ORD-101135,2023-02-24,2023-03-03,Same Day,CUST-1172,Customer 130,Home Office,North,Delhi,New Delhi,Office Supplies,Binders,Binders Item 8,1,0.15,319.52,21.48,Net Banking
ORD-101136,2022-07-01,2022-07-03,First Class,CUST-1507,Customer 66,Home Office,North,Uttar Pradesh,Lucknow,Technology,Copiers,Copiers Item 7,6,0.15,196573.4,12799.23,UPI
ORD-101137,2022-01-01,2022-01-02,Standard Class,CUST-1485,Customer 27,Home Office,South,Kerala,Thiruvananthapuram,Furniture,Bookcases,Bookcases Item 2,7,0.0,60157.65,-2590.56,Debit Card
ORD-101138,2023-07-21,2023-07-27,Same Day,CUST-1938,Customer 206,Consumer,West,Delhi,New Delhi,Technology,Accessories,Accessories Item 13,4,0.05,36876.82,9628.59,UPI
ORD-101139,2023-01-06,2023-01-09,Standard Class,CUST-1785,Customer 323,Home Office,North,Kerala,Thiruvananthapuram,Technology,Phones,Phones Item 10,3,0.15,112848.32,13478.72,UPI
ORD-101140,2023-10-23,2023-10-27,Second Class,CUST-1677,Customer 278,Corporate,East,Gujarat,Ahmedabad,Office Supplies,Binders,Binders Item 10,7,0.15,6764.04,815.26,Debit Card
ORD-101141,2023-03-07,2023-03-08,Same Day,CUST-1209,Customer 376,Corporate,North,Maharashtra,Nagpur,Furniture,Furnishings,Furnishings Item 9,2,0.15,16458.6,2699.69,UPI
ORD-101142,2022-11-05,2022-11-07,First Class,CUST-1267,Customer 116,Home Office,West,Maharashtra,Pune,Technology,Accessories,Accessories Item 11,6,0.2,91060.69,13757.28,Net Banking
ORD-101143,2022-05-17,2022-05-21,Standard Class,CUST-1535,Customer 258,Corporate,East,Kerala,Thiruvananthapuram,Office Supplies,Storage,Storage Item 3,6,0.0,6138.68,904.65,COD
ORD-101144,2022-07-21,2022-07-24,Second Class,CUST-1818,Customer 234,Corporate,East,Maharashtra,Mumbai,Technology,Accessories,Accessories Item 9,3,0.1,54278.69,11319.69,Net Banking
ORD-101145,2023-03-12,2023-03-18,Second Class,CUST-1788,Customer 18,Consumer,West,Karnataka,Mysuru,Office Supplies,Art,Art Item 8,7,0.0,2243.09,428.04,Credit Card
ORD-101146,2022-11-09,2022-11-16,Second Class,CUST-1340,Customer 298,Home Office,North,Gujarat,Surat,Furniture,Furnishings,Furnishings Item 2,4,0.0,47079.39,6823.68,Debit Card
ORD-101147,2022-04-27,2022-05-01,Same Day,CUST-1583,Customer 219,Home Office,North,Maharashtra,Pune,Technology,Phones,Phones Item 12,1,0.05,30367.49,4140.76,COD
ORD-101148,2023-10-28,2023-11-04,First Class,CUST-1465,Customer 99,Home Office,East,Telangana,Warangal,Technology,Phones,Phones Item 6,2,0.15,23524.54,3141.68,COD
ORD-101149,2023-07-29,2023-07-30,Same Day,CUST-1577,Customer 264,Consumer,South,Karnataka,Bengaluru,Office Supplies,Envelopes,Envelopes Item 13,4,0.15,3022.97,499.63,Credit Card
ORD-101150,2022-09-01,2022-09-04,Second Class,CUST-1873,Customer 394,Home Office,West,West Bengal,Siliguri,Office Supplies,Binders,Binders Item 10,1,0.0,383.15,61.9,Credit Card
ORD-101151,2023-06-21,2023-06-23,First Class,CUST-1840,Customer 160,Home Office,South,Delhi,New Delhi,Technology,Phones,Phones Item 5,4,0.0,82661.9,20226.09,Credit Card
ORD-101152,2023-08-25,2023-08-28,First Class,CUST-1193,Customer 47,Consumer,East,Uttar Pradesh,Kanpur,Technology,Phones,Phones Item 11,6,0.0,22468.84,2943.58,Credit Card
ORD-101153,2022-03-16,2022-03-19,First Class,CUST-1524,Customer 272,Home Office,East,Kerala,Kochi,Furniture,Chairs,Chairs Item 15,2,0.15,4291.67,325.59,Credit Card
